NOMBRE,POBLACION
Mota del Cuervo,6055
Motilla del Palancar,5917
Moya,136
Narboneta,38
Olivares de Jucar,308
Olmeda de la Cuesta,22
Olmeda del Rey,131
Olmedilla de Alarcon,146
Olmedilla de Eliz,14
Osa de la Vega,465
Pajaron,79
Pajaroncillo,63
Palomares del Campo,572
Palomera,160
Paracuellos,93
Paredes,58
"Parra de las Vegas, La",35
"Pedernoso, El",1140
"Pedroñeras, Las",6639
"Peral, El",640
"Peraleja, La",87
"Pesquera, La",202
"Picazo, El",673
Pinarejo,203
Pineda de Gigüela,58
Piqueras del Castillo,48
Portalrubio de Guadamejud,30
Portilla,61
Poyatos,53
Pozoamargo,290
Pozorrubielos de la Mancha,188
Pozorrubio de Santiago,308
"Pozuelo, El",44
Priego,896
"Provencio, El",2432
Puebla de Almenara,344
Puebla del Salvador,187
Quintanar del Rey,7714
Rada de Haro,57
Reillo,116
Rozalen del Monte,65
Saceda-Trasierra,43
Saelices,458
Salinas del Manzano,65
Salmeroncillos,101
Salvacañete,305
San Clemente,7015
San Lorenzo de la Parrilla,1040
San Martin de Boniches,42
San Pedro Palmiches,53
Santa Cruz de Moya,207
Santa Maria de los Llanos,686
Santa Maria del Campo Rus,565
Santa Maria del Val,68
Sisante,1605
Solera de Gabaldon,27
Sotorribas,700
Talayuelas,864
Tarancon,15505
Tebar,279
Tejadillos,115
Tinajas,194
Torralba,111
Torrejoncillo del Rey,351
Torrubia del Campo,257
Torrubia del Castillo,38
Tragacete,250
Tresjuncos,278
Tribaldos,103
Ucles,212
Uña,79
"Valdecolmenas, Los",68
Valdemeca,77
Valdemorillo de la Sierra,63
Valdemoro-Sierra,108
Valdeolivas,193
Valdetortola,126
"Valeras, Las",1494
Valhermoso de la Fuente,52
"Valle de Altomira, El",182
Valsalobre,22
Valverde de Jucar,1084
Valverdejo,88
Vara de Rey,496
Vega del Codorno,129
Vellisca,100
Villaconejos de Trabaque,332
Villaescusa de Haro,481
Villagarcia del Llano,747
Villalba de la Sierra,444
Villalba del Rey,513
Villalgordo del Marquesado,82
Villalpardo,1005
Villamayor de Santiago,2521
Villanueva de Guadamejud,68
Villanueva de la Jara,2282
Villar de Cañas,375
Villar de Domingo Garcia,212
Villar de la Encina,148
Villar de Olalla,1285
Villar del Humo,191
Villar del Infantado,44
Villar y Velasco,75
Villarejo de Fuentes,418
Villarejo de la Peñuela,22
Villarejo-Periesteban,382
Villares del Saz,414
Villarrubio,191
Villarta,843
Villas de la Ventosa,213
Villaverde y Pasaconsol,328
Villora,109
Vindel,11
Yemeda,18
Zafra de Zancara,110
Zafrilla,56
Zarza de Tajo,266
Zarzuela,169
Abaltzisketa,318
Aduna,472
Aia,2039
Aizarnazabal,779
Albiztur,302
Alegia,1768
Alkiza,371
Altzaga,178
Altzo,460
Amezketa,935
Andoain,14691
Anoeta,2085
Antzuola,2102
Arama,202
Aretxabaleta,7103
Arrasate/Mondragon,22073
Asteasu,1561
Astigarraga,7029
Ataun,1696
Azkoitia,11627
Azpeitia,15106
Baliarrain,153
Beasain,13938
Beizama,146
Belauntza,243
Berastegi,1075
Bergara,14659
Berrobi,601
Bidania-Goiatz,525
Deba,5460
Donostia/San Sebastian,188240
Eibar,27769
Elduain,243
Elgeta,1131
Elgoibar,11570
Errenteria,39540
Errezil,578
Eskoriatza,4106
Ezkio-Itsaso,601
Gabiria,495
Gaintza,121
Gaztelu,154
Getaria,2796
Hernani,20438
Hernialde,303
Hondarribia,16881
Ibarra,4248
Idiazabal,2293
Ikaztegieta,479
Irun,62910
Irura,1852
Itsasondo,668
Larraul,256
Lasarte-Oria,18594
Lazkao,5830
Leaburu,386
Legazpi,8321
Legorreta,1421
Leintz-Gatzaga,217
Lezo,6103
Lizartza,617
Mendaro,1976
Mutiloa,255
Mutriku,5309
Oiartzun,10309
Olaberria,957
Oñati,11497
Ordizia,10503
Orendain,227
Orexa,117
Orio,6091
Ormaiztegi,1258
Pasaia,16035
Segura,1494
Soraluze-Placencia de las Armas,3923
Tolosa,19816
Urnieta,6185
Urretxu,6782
Usurbil,6173
Villabona,5876
Zaldibia,1637
Zarautz,23360
Zegama,1524
Zerain,270
Zestoa,3772
Zizurkil,3025
Zumaia,10111
Zumarraga,9781
Agullana,863
Aiguaviva,765
Albanyà,155
Albons,759
Alp,1593
Amer,2332
Anglès,5654
Arbucies,6608
Argelaguer,396
"Armentera, L'",951
Avinyonet de Puigventos,1641
Banyoles,20053
Bàscara,1001
Begur,3891
Bellcaire d'Empordà,678
Besalu,2487
Bescano,4991
Beuda,186
"Bisbal d'Empordà, La",11159
Biure,241
Blanes,39914
Boadella i les Escaules,272
Bolvir,375
Bordils,1761
Borrassà,733
Breda,3762
Brunyola i Sant Marti Sapresa,389
Cabanelles,267
Cabanes,968
Cadaques,2695
Caldes de Malavella,7872
Calonge i Sant Antoni,11331
Camos,677
Campdevànol,3232
Campelles,140
Campllong,537
Camprodon,2298
Canet d'Adri,729
Cantallops,309
Capmany,611
Cassà de la Selva,10410
Castellfollit de la Roca,947
Castello d'Empuries,11100
Castell-Platja d'Aro,11030
"Cellera de Ter, La",1950
Celrà,5561
Cervià de Ter,966
Cistella,282
Colera,445
Colomers,174
Corçà,1268
Cornellà del Terri,2399
Crespià,254
"Cruïlles, Monells i Sant Sadurni de l'Heura",1270
Darnius,537
Das,234
"Escala, L'",10244
Espinelves,221
Espolla,412
Esponellà,463
"Far d'Empordà, El",602
Figueres,47235
Flaçà,1130
Foixà,303
Fontanals de Cerdanya,437
Fontanilles,146
Fontcoberta,1469
Forallac,1695
Fornells de la Selva,2670
Fortià,787
Garrigàs,451
Garrigoles,167
Garriguella,853
Ger,449
Girona,103369
Gombrèn,192
Gualta,402
Guils de Cerdanya,549
Hostalric,4291
Isòvol,281
Jafre,387
"Jonquera, La",3320
Juià,319
Llado,844
Llagostera,8647
Llambilles,713
Llanars,535
Llançà,4775
Llers,1237
Llivia,1431
Lloret de Mar,39089
"Llosses, Les",212
Maçanet de Cabrenys,698
Maçanet de la Selva,7066
Madremanya,288
Maià de Montcal,463
Masarac,288
Massanes,796
Meranges,100
Mieres,345
Mollet de Peralada,198
Mollo,336
Montagut i Oix,930
Mont-ras,1680
Navata,1427
Ogassa,240
Olot,35926
Ordis,361
Osor,428
Palafrugell,23244
Palamos,18135
Palau de Santa Eulàlia,90
Palau-sator,310
Palau-saverdera,1456
Palol de Revardit,448
Pals,2395
Pardines,169
Parlavà,391
Pau,557
Pedret i Marzà,191
"Pera, La",435
Peralada,1898
"Planes d'Hostoles, Les",1712
Planoles,304
Pont de Molins,516
Pontos,260
Porqueres,4677
"Port de la Selva, El",958
Portbou,1063
"Preses, Les",1855
Puigcerdà,9486
Quart,3798
Queralbs,188
Rabos,184
Regencos,276
Ribes de Freser,1760
Riells i Viabrea,4153
Ripoll,10803
Riudarenes,2204
Riudaura,481
Riudellots de la Selva,2071
Riumors,246
Roses,19807
Rupià,273
Sales de Llierca,159
Salt,32138
Sant Andreu Salou,160
Sant Aniol de Finestres,345
Sant Climent Sescebes,707
Sant Feliu de Buixalleu,797
Sant Feliu de Guixols,22097
Sant Feliu de Pallerols,1437
Sant Ferriol,236
Sant Gregori,3928
Sant Hilari Sacalm,5703
Sant Jaume de Llierca,871
Sant Joan de les Abadesses,3224
Sant Joan de Mollet,498
Sant Joan les Fonts,3044
Sant Jordi Desvalls,760
Sant Julià de Ramis,3576
Sant Julià del Llor i Bonmati,1313
Sant Llorenç de la Muga,265
Sant Marti de Llemena,641
Sant Marti Vell,251
Sant Miquel de Campmajor,229
Sant Miquel de Fluvià,761
Sant Mori,166
Sant Pau de Seguries,688
Sant Pere Pescador,2090
Santa Coloma de Farners,13363
Santa Cristina d'Aro,5287
Santa Llogaia d'Àlguema,368
Santa Pau,1614
Sarrià de Ter,5229
"Saus, Camallera i Llampaies",856
"Selva de Mar, La",195
Serinyà,1133
Serra de Daro,222
Setcases,170
Sils,6219
Siurana,171
Susqueda,93
"Tallada d'Empordà, La",454
Terrades,338
Torrent,164
Torroella de Fluvià,703
Torroella de Montgri,11836
Tortellà,818
Toses,168
Tossa de Mar,5818
Ullà,1177
Ullastret,274
Ultramort,225
Urus,196
"Vajol, La",89
"Vall de Bianya, La",1275
"Vall d'en Bas, La",3093
Vallfogona de Ripollès,196
Vall-llobrega,897
Ventallo,846
Verges,1169
Vidrà,177
Vidreres,7951
Vilabertran,993
Vilablareix,3063
Viladamat,458
Viladasens,206
Vilademuls,835
Viladrau,1047
Vilafant,5421
Vilajuïga,1116
Vilallonga de Ter,398
Vilamacolum,377
Vilamalla,1161
Vilamaniscle,212
Vilanant,386
Vila-sacra,758
Vilaür,158
Vilobi d'Onyar,3333
Vilopriu,204
Agron,260
Alamedilla,569
Albolote,18962
Albondon,712
Albuñan,409
Albuñol,7353
Albuñuelas,802
Aldeire,630
Alfacar,5488
Algarinejo,2467
Alhama de Granada,5867
Alhendin,9509
Alicun de Ortega,471
Almegijar,337
Almuñecar,25927
Alpujarra de la Sierra,969
Alquife,580
Arenas del Rey,653
Armilla,24340
Atarfe,18960
Baza,20430
Beas de Granada,980
Beas de Guadix,329
Benalua,3310
Benalua de las Villas,1054
Benamaurel,2260
Berchules,712
Bubion,298
Busquistar,279
Cacin,568
Cadiar,1465
Cajar,5205
"Calahorra, La",668
Calicasas,638
Campotejar,1229
Caniles,4021
Cañar,377
Capileira,563
Carataunas,201
Castaras,235
Castillejar,1321
Castril,2020
Cenes de la Vega,8153
Chauchina,5552
Chimeneas,1251
Churriana de la Vega,15689
Cijuela,3415
Cogollos de Guadix,642
Cogollos de la Vega,2007
Colomera,1302
Cortes de Baza,1844
Cortes y Graena,982
Cuevas del Campo,1744
Cullar,4091
Cullar Vega,7547
Darro,1634
Dehesas de Guadix,422
Dehesas Viejas,688
Deifontes,2600
Diezma,764
Dilar,2092
Dolar,628
Domingo Perez de Granada,878
Dudar,327
Durcal,7111
Escuzar,791
Ferreira,301
Fonelas,978
Fornes,556
Freila,939
Fuente Vaqueros,4384
"Gabias, Las",21543
Galera,1071
Gobernador,229
Gojar,5909
Gor,744
Gorafe,383
Granada,233648
Guadahortuna,1872
Guadix,18436
"Guajares, Los",1053
Gualchos,5190
Güejar Sierra,2857
Güevejar,2640
Huelago,401
Hueneja,1170
Huescar,7195
Huetor de Santillan,1882
Huetor Tajar,10399
Huetor Vega,12035
illora,10065
itrabo,991
Iznalloz,5120
Jatar,623
Jayena,1052
Jerez del Marquesado,955
Jete,927
Jun,3853
Juviles,135
Lachar,3513
Lanjaron,3530
Lanteira,564
Lecrin,2156
Lentegi,333
Lobras,133
Loja,20419
Lugros,310
Lujar,483
"Malaha, La",1784
Maracena,22306
Marchal,414
Moclin,3622
Molvizar,2772
Monachil,8007
Montefrio,5313
Montejicar,2110
Montillana,1129
Moraleda de Zafayona,3117
Morelabor,572
Motril,58460
Murtas,455
Nevada,1072
Nigüelas,1185
Nivar,1036
Ogijares,14348
Orce,1185
orgiva,5784
Otivar,1011
Padul,8694
Pampaneira,317
Pedro Martinez,1138
Peligros,11492
"Peza, La",1167
"Pinar, El",865
Pinos Genil,1490
Pinos Puente,9894
Piñar,1103
Policar,263
Polopos,1722
Portugos,368
Puebla de Don Fadrique,2238
Pulianas,5466
Purullena,2306
Quentar,947
Rubite,382
Salar,2621
Salobreña,12513
Santa Cruz del Comercio,531
Santa Fe,15222
Soportujar,264
Sorvilan,527
"Taha, La",670
Torre-Cardela,716
Torrenueva Costa,2796
Torvizcon,625
Trevelez,736
Turon,232
Ugijar,2517
Valderrubio,2066
Valle del Zalabi,2105
"Valle, El",907
Valor,677
Vegas del Genil,11432
Velez de Benaudalla,2890
Ventas de Huelma,657
Villa de Otura,6982
Villamena,934
Villanueva de las Torres,562
Villanueva Mesia,2021
Viznar,993
Zafarraya,2120
Zagra,885
"Zubia, La",19330
Zujar,2544
Abanades,53
Ablanque,55
Adobes,35
Alaminos,58
Alarilla,137
Albalate de Zorita,930
Albares,513
Albendiego,50
Alcocer,328
Alcolea de las Peñas,14
Alcolea del Pinar,327
Alcoroches,127
Aldeanueva de Guadalajara,86
Algar de Mesa,55
Algora,66
Alhondiga,161
Alique,14
Almadrones,55
Almoguera,1300
Almonacid de Zorita,696
Alocen,161
Alovera,12860
Alustante,155
Angon,7
Anguita,155
Anquela del Ducado,46
Anquela del Pedregal,29
Aranzueque,358
Arbancon,149
Arbeteta,20
Argecilla,59
Armallones,54
Armuña de Tajuña,229
Arroyo de las Fraguas,21
Atanzon,97
Atienza,385
Auñon,134
Azuqueca de Henares,35407
Baides,56
Baños de Tajo,18
Bañuelos,13
Barriopedro,15
Berninches,52
"Bodera, La",23
Brihuega,2378
Budia,189
Bujalaro,50
Bustares,74
Cabanillas del Campo,10657
Campillo de Dueñas,80
Campillo de Ranas,171
Campisabalos,60
Canredondo,64
Cantalojas,146
Cañizar,53
"Cardoso de la Sierra, El",57
Casa de Uceda,91
"Casar, El",12415
Casas de San Galindo,19
Caspueñas,96
Castejon de Henares,64
Castellar de la Muela,29
Castilforte,52
Castilnuevo,7
Cendejas de Enmedio,68
Cendejas de la Torre,25
Centenera,121
Checa,285
Chequilla,18
Chillaron del Rey,90
Chiloeches,3623
Cifuentes,1634
Cincovillas,19
Ciruelas,112
Ciruelos del Pinar,19
Cobeta,106
Cogollor,24
Cogolludo,519
Condemios de Abajo,13
Condemios de Arriba,111
Congostrina,14
Copernal,32
Corduente,339
"Cubillo de Uceda, El",119
Driebes,348
Duron,99
Embid,35
Escamilla,56
Escariche,178
Escopete,52
Espinosa de Henares,629
Esplegares,32
Estables,35
Estriegana,14
Fontanar,2406
Fuembellida,12
Fuencemillan,82
Fuentelahiguera de Albatages,131
Fuentelencina,312
Fuentelsaz,89
Fuentelviejo,47
Fuentenovilla,513
Gajanejos,54
Galapagos,2475
Galve de Sorbe,109
Gascueña de Bornova,29
Guadalajara,87484
Henche,96
Heras de Ayuso,255
Herreria,24
Hiendelaencina,109
Hijes,18
Hita,288
Hombrados,35
Hontoba,339
Horche,2622
Hortezuela de Ocen,40
"Huerce, La",56
Huermeces del Cerro,41
Huertahernando,54
Hueva,120
Humanes,1511
Illana,664
Iniestola,23
"Inviernas, Las",58
Irueste,72
Jadraque,1370
Jirueque,55
Ledanca,104
Loranca de Tajuña,1264
Lupiana,259
Luzaga,67
Luzon,69
Majaelrayo,55
Malaga del Fresno,185
Malaguilla,158
Mandayona,287
Mantiel,31
Maranchon,234
Marchamalo,7684
Masegoso de Tajuña,49
Matarrubia,57
Matillas,101
Mazarete,35
Mazuecos,266
Medranda,60
Megina,29
Membrillera,87
Miedes de Atienza,53
"Mierla, La",39
Millana,105
Milmarcos,78
"Miñosa, La",26
Mirabueno,74
Miralrio,53
Mochales,40
Mohernando,183
Molina de Aragon,3233
Monasterio,14
Mondejar,2686
Montarron,25
Moratilla de los Meleros,100
Morenilla,37
Muduex,100
"Navas de Jadraque, Las",32
Negredo,17
Ocentejo,18
"Olivar, El",69
Olmeda de Cobeta,67
"Olmeda de Jadraque, La",15
"Ordial, El",28
Orea,181
Palmaces de Jadraque,40
Pardos,43
Paredes de Sigüenza,22
Pareja,393
Pastrana,858
"Pedregal, El",72
Peñalen,75
Peñalver,133
Peralejos de las Truchas,152
Peralveche,38
Pinilla de Jadraque,47
Pinilla de Molina,9
Pioz,4352
Piqueras,52
"Pobo de Dueñas, El",108
Poveda de la Sierra,114
Pozo de Almoguera,107
Pozo de Guadalajara,1332
Pradena de Atienza,47
Prados Redondos,60
Puebla de Beleña,43
Puebla de Valles,59
Quer,830
Rebollosa de Jadraque,10
"Recuenco, El",59
Renera,100
Retiendas,43
Riba de Saelices,102
Rillo de Gallo,42
Riofrio del Llano,57
Robledillo de Mohernando,117
Robledo de Corpes,44
Romanillos de Atienza,36
Romanones,95
Rueda de la Sierra,39
Sacecorbo,89
Sacedon,1523
Saelices de la Sal,39
Salmeron,140
San Andres del Congosto,74
San Andres del Rey,40
Santiuste,14
Sauca,56
Sayaton,68
Selas,44
Semillas,35
Setiles,80
Sienes,52
Sigüenza,4319
Solanillos del Extremo,88
Somolinos,29
"Sotillo, El",43
Sotodosos,33
Tamajon,137
Taragudo,44
Taravilla,36
Tartanedo,144
Tendilla,304
Terzaga,22
Tierzo,55
"Toba, La",85
Tordellego,47
Tordelrabano,11
Tordesilos,85
Torija,1527
Torre del Burgo,611
Torrecuadrada de Molina,18
Torrecuadradilla,27
Torrejon del Rey,5623
Torremocha de Jadraque,21
Torremocha del Campo,172
Torremocha del Pinar,38
Torremochuela,9
Torrubia,20
Tortola de Henares,1165
Tortuera,191
Tortuero,16
Traid,25
Trijueque,1226
Trillo,1338
Uceda,2715
Ujados,30
Utande,39
Valdarachas,40
Valdearenas,78
Valdeavellano,105
Valdeaveruelo,1084
Valdeconcha,37
Valdegrudas,55
Valdelcubo,42
Valdenuño Fernandez,269
Valdepeñas de la Sierra,149
Valderrebollo,23
Valdesotos,22
Valfermoso de Tajuña,64
Valhermoso,22
Valtablado del Rio,7
Valverde de los Arroyos,93
Viana de Jadraque,44
Villanueva de Alcoron,148
Villanueva de Argecilla,37
Villanueva de la Torre,6631
Villares de Jadraque,43
Villaseca de Henares,25
Villaseca de Uceda,39
Villel de Mesa,178
Viñuelas,162
Yebes,4189
Yebra,453
Yelamos de Abajo,63
Yelamos de Arriba,74
Yunquera de Henares,4205
"Yunta, La",90
Zaorejas,104
Zarzuela de Jadraque,42
Zorita de los Canes,70
Alajar,759
Aljaraque,21474
"Almendro, El",840
Almonaster la Real,1788
Almonte,24507
Alosno,3933
Aracena,8255
Aroche,3054
Arroyomolinos de Leon,947
Ayamonte,21104
Beas,4341
Berrocal,303
Bollullos Par del Condado,14387
Bonares,6060
Cabezas Rubias,706
Cala,1159
Calañas,2768
"Campillo, El",2024
Campofrio,713
Cañaveral de Leon,396
Cartaya,20083
Castaño del Robledo,228
"Cerro de Andevalo, El",2327
Chucena,2223
Corteconcepcion,536
Cortegana,4602
Cortelazor,299
Cumbres de Enmedio,51
Cumbres de San Bartolome,376
Cumbres Mayores,1749
Encinasola,1310
Escacena del Campo,2287
Fuenteheridos,709
Galaroza,1382
Gibraleon,12737
"Granada de Rio-Tinto, La",243
"Granado, El",532
Higuera de la Sierra,1291
Hinojales,330
Hinojos,3961
Huelva,143837
Isla Cristina,21393
Jabugo,2260
Lepe,27880
Linares de la Sierra,262
Lucena del Puerto,3261
Manzanilla,2118
"Marines, Los",399
Minas de Riotinto,3812
Moguer,21867
"Nava, La",258
Nerva,5169
Niebla,4116
"Palma del Condado, La",10801
Palos de la Frontera,11742
Paterna del Campo,3457
Paymogo,1162
Puebla de Guzman,3092
Puerto Moral,278
Punta Umbria,15355
Rociana del Condado,7939
Rosal de la Frontera,1697
San Bartolome de la Torre,3761
San Juan del Puerto,9411
San Silvestre de Guzman,614
Sanlucar de Guadiana,403
Santa Ana la Real,475
Santa Barbara de Casa,1043
Santa Olalla del Cala,2022
Trigueros,7862
Valdelarco,231
Valverde del Camino,12750
Villablanca,2885
Villalba del Alcor,3366
Villanueva de las Cruces,387
Villanueva de los Castillejos,2825
Villarrasa,2211
Zalamea la Real,3054
"Zarza-Perrunal, La",1253
Zufre,796
Abiego,258
Abizanda,139
Adahuesca,180
Agüero,125
Ainsa-Sobrarbe,2242
Aisa,313
Albalate de Cinca,1099
Albalatillo,163
Albelda,708
Albero Alto,120
Albero Bajo,132
Alberuela de Tubo,290
Alcala de Gurrea,239
Alcala del Obispo,298
Alcampell,623
Alcolea de Cinca,1177
Alcubierre,362
Alerre,200
Alfantega,130
Almudevar,2377
Almunia de San Juan,666
Almuniente,457
Alquezar,312
Altorricon,1420
Angües,353
Anso,386
Antillon,135
Aragües del Puerto,111
Aren,308
Argavieso,95
Arguis,125
Ayerbe,1017
Azanuy-Alins,170
Azara,157
Azlor,138
Baells,97
Bailo,261
Baldellou,64
Ballobar,833
Banastas,310
Barbastro,17174
Barbues,86
Barbuñales,96
Barcabo,102
Belver de Cinca,1301
Benabarre,1142
Benasque,2184
Beranuy,75
Berbegal,327
Bielsa,448
Bierge,252
Biescas,1474
Binaced,1605
Binefar,9742
Bisaurri,171
Biscarrues,182
Blecua y Torres,173
Boltaña,1045
Bonansa,87
Borau,70
Broto,538
Caldearenas,226
Campo,436
Camporrells,127
Canal de Berdun,323
Candasnos,419
Canfranc,558
Capdesaso,211
Capella,360
Casbas de Huesca,275
Castejon de Monegros,510
Castejon de Sos,764
Castejon del Puente,312
Castelflorite,103
Castiello de Jaca,221
Castigaleu,79
Castillazuelo,153
Castillonroy,318
Chalamera,113
Chia,83
Chimillas,402
Colungo,117
Esplus,632
Estada,199
Estadilla,796
Estopiñan del Castillo,121
Fago,20
Fanlo,100
Fiscal,331
Fonz,851
Foradada del Toscar,162
Fraga,15353
"Fueva, La",600
Gistain,147
"Grado, El",395
Grañen,1738
Graus,3365
Gurrea de Gallego,1476
Hoz de Jaca,73
Hoz y Costean,221
Huerto,213
Huesca,53956
Ibieca,100
Igries,695
Ilche,197
Isabena,231
Jaca,13129
Jasa,96
Labuerda,155
Laluenga,191
Lalueza,892
Lanaja,1163
Laperdiguera,92
Lascellas-Ponzano,130
Lascuarre,139
Laspaules,205
Laspuña,297
Loarre,323
Loporzano,514
Loscorrales,93
Lupiñen-Ortilla,335
Monesma y Cajigar,72
Monflorite-Lascasas,405
Montanuy,210
Monzon,17469
Naval,265
Novales,152
Nueno,546
Olvena,56
Ontiñena,508
Osso de Cinca,678
Palo,26
Panticosa,800
Peñalba,644
"Peñas de Riglos, Las",247
Peralta de Alcofea,563
Peralta de Calasanz,210
Peraltilla,209
Perarrua,106
Pertusa,120
Piraces,100
Plan,273
Poleñino,210
Pozan de Vero,214
"Puebla de Castro, La",377
Puente de Montañana,93
Puente la Reina de Jaca,245
Puertolas,213
"Pueyo de Araguas, El",161
Pueyo de Santa Cruz,331
Quicena,282
Robres,514
Sabiñanigo,9185
Sahun,303
Salas Altas,306
Salas Bajas,185
Salillas,91
Sallent de Gallego,1477
San Esteban de Litera,547
San Juan de Plan,150
San Miguel del Cinca,780
Sangarren,221
Santa Cilia,243
Santa Cruz de la Seros,188
Santa Maria de Dulcis,205
Santaliestra y San Quilez,80
Sariñena,4184
Secastilla,140
Seira,145
Sena,501
Senes de Alcubierre,40
Sesa,154
Sesue,122
Sietamo,689
Sopeira,91
"Sotonera, La",859
Tamarite de Litera,3487
Tardienta,948
Tella-Sin,225
Tierz,781
Tolva,122
Torla-Ordesa,298
Torralba de Aragon,113
Torre la Ribera,96
Torrente de Cinca,1327
Torres de Alcanadre,82
Torres de Barbues,251
Tramaced,98
Valfarta,63
Valle de Bardaji,40
Valle de Hecho,817
Valle de Lierp,51
Velilla de Cinca,460
Vencillon,390
Viacamp y Litera,37
Vicien,110
Villanova,174
Villanua,451
Villanueva de Sigena,384
Yebra de Basa,142
Yesero,57
Zaidin,1798
Albanchez de Magina,1011
Alcala la Real,21709
Alcaudete,10483
Aldeaquemada,476
Andujar,36615
Arjona,5515
Arjonilla,3571
Arquillos,1722
Arroyo del Ojanco,2287
Baeza,15791
Bailen,17548
Baños de la Encina,2576
Beas de Segura,5100
Bedmar y Garciez,2633
Begijar,3009
Belmez de la Moraleda,1569
Benatae,445
Cabra del Santo Cristo,1782
Cambil,2683
Campillo de Arenas,1751
Canena,1814
Carboneros,591
Carcheles,1332
"Carolina, La",15160
Castellar,3292
Castillo de Locubin,4049
Cazalilla,803
Cazorla,7352
Chiclana de Segura,955
Chilluevar,1410
Escañuela,944
Espeluy,620
Frailes,1585
Fuensanta de Martos,3038
Fuerte del Rey,1355
Genave,590
"Guardia de Jaen, La",4983
Guarroman,2739
Higuera de Calatrava,614
Hinojares,373
Hornos,594
Huelma,5744
Huesa,2490
Ibros,2827
"Iruela, La",1879
Iznatoraf,942
Jabalquinto,2017
Jaen,112757
Jamilena,3271
Jimena,1269
Jodar,11634
Lahiguera,1686
Larva,474
Linares,57353
Lopera,3652
Lupion,820
Mancha Real,11328
Marmolejo,6763
Martos,24343
Mengibar,9997
Montizon,1689
Navas de San Juan,4528
Noalejo,1932
Orcera,1791
Peal de Becerro,5240
Pegalajar,2875
Porcuna,6156
Pozo Alcon,4731
Puente de Genave,2159
"Puerta de Segura, La",2234
Quesada,5196
Rus,3531
Sabiote,3886
Santa Elena,890
Santiago de Calatrava,675
Santiago-Pontones,2911
Santisteban del Puerto,4463
Santo Tome,2129
Segura de la Sierra,1803
Siles,2220
Sorihuela del Guadalimar,1098
Torreblascopedro,2508
Torredelcampo,14142
Torredonjimeno,13632
Torreperogil,7222
Torres,1372
Torres de Albanchez,770
ubeda,34329
Valdepeñas de Jaen,3679
Vilches,4409
Villacarrillo,10673
Villanueva de la Reina,3038
Villanueva del Arzobispo,8078
Villardompardo,968
"Villares, Los",6020
Villarrodrigo,391
Villatorres,4298
Acebedo,184
Algadefe,278
Alija del Infantado,629
Almanza,581
"Antigua, La",358
Ardon,560
Arganza,774
Astorga,10741
Balboa,292
"Bañeza, La",10290
Barjas,172
"Barrios de Luna, Los",307
Bembibre,8598
Benavides,2440
Benuza,482
Bercianos del Paramo,554
Bercianos del Real Camino,185
Berlanga del Bierzo,354
Boca de Huergano,455
Boñar,1816
Borrenes,309
Brazuelo,337
"Burgo Ranero, El",702
Buron,303
Bustillo del Paramo,1129
Cabañas Raras,1335
Cabreros del Rio,417
Cabrillanes,747
Cacabelos,4996
Calzada del Coto,218
Campazas,111
Campo de Villavidel,212
Camponaraya,4097
Candin,249
Carmenes,344
Carracedelo,3364
Carrizo,2224
Carrocera,446
Carucedo,531
Castilfale,67
Castrillo de Cabrera,111
Castrillo de la Valduerna,155
Castrocalbon,938
Castrocontrigo,725
Castropodame,1629
Castrotierra de Valmadrigal,114
Cea,403
Cebanico,148
Cebrones del Rio,439
Chozas de Abajo,2561
Cimanes de la Vega,449
Cimanes del Tejar,719
Cistierna,3090
Congosto,1446
Corbillos de los Oteros,185
Corullon,887
Cremenes,527
Cuadros,2035
Cubillas de los Oteros,135
Cubillas de Rueda,409
Cubillos del Sil,1768
Destriana,459
Encinedo,690
"Ercina, La",441
Escobar de Campos,34
Fabero,4386
Folgoso de la Ribera,1045
Fresno de la Vega,479
Fuentes de Carbajal,93
Garrafe de Torio,1513
Gordaliza del Pino,245
Gordoncillo,365
Gradefes,931
Grajal de Campos,227
Gusendos de los Oteros,126
Hospital de orbigo,991
Igüeña,1123
Izagre,161
Joarilla de las Matas,279
Laguna Dalga,640
Laguna de Negrillos,1061
Leon,124028
Llamas de la Ribera,800
Lucillo,367
Luyego,590
Magaz de Cepeda,367
Mansilla de las Mulas,1743
Mansilla Mayor,337
Maraña,112
Matadeon de los Oteros,223
Matallana de Torio,1270
Matanza,161
Molinaseca,862
Murias de Paredes,371
Noceda del Bierzo,640
Oencia,270
"Omañas, Las",267
Onzonilla,1832
Oseja de Sajambre,224
Pajares de los Oteros,248
Palacios de la Valduerna,383
Palacios del Sil,907
Paramo del Sil,1255
Peranzanes,279
Pobladura de Pelayo Garcia,379
"Pola de Gordon, La",3120
Ponferrada,64509
Posada de Valdeon,415
Pozuelo del Paramo,423
Prado de la Guzpeña,104
Priaranza del Bierzo,773
Prioro,332
Puebla de Lillo,652
Puente de Domingo Florez,1458
Quintana del Castillo,721
Quintana del Marco,353
Quintana y Congosto,375
Regueras de Arriba,277
Reyero,123
Riaño,458
Riego de la Vega,743
Riello,622
Rioseco de Tapia,381
"Robla, La",3752
Roperuelos del Paramo,522
Sabero,1123
Sahagun,2477
San Adrian del Valle,100
San Andres del Rabanedo,30549
San Cristobal de la Polantera,667
San Emiliano,627
San Esteban de Nogales,257
San Justo de la Vega,1807
San Millan de los Caballeros,168
San Pedro Bercianos,231
